terminal,type,aircode,airname,flightid,gate,date,time,estdate,esttime,location,locationeng,locationcn,status,aircraft,otherport,otherenf,othercn,luggagegate,checkincounter
1,D,CI,中華航空,9801,,2018/08/08,09:40:00,2018/08/08,09:40:00,MNL,Manila,馬尼拉,準時ONTIME,,,,,,
2,D,UA,聯合航空,872,,2018/08/08,09:50:00,2018/08/08,09:50:00,SFO,SanFrancisco,舊金山,準時ONTIME,,,,,,
2,D,BR,長榮航空,138,,2018/08/08,09:50:00,2018/08/08,09:50:00,HKD,Hakodate,函館,準時ONTIME,,,,,,13
2,D,TG,泰國航空,6374,,2018/08/08,09:50:00,2018/08/08,09:50:00,HKD,Hakodate,函館,準時ONTIME,,,,,,13
2,D,NH,全日本空輸,5814,,2018/08/08,09:50:00,2018/08/08,09:50:00,HKD,Hakodate,函館,準時ONTIME,,,,,,13
1,D,AK,馬亞洲航空,1511,,2018/08/08,09:55:00,2018/08/08,09:55:00,BKI,KotaKinabalu,亞庇,準時ONTIME,,,,,,12
1,D,CX,國泰航空,469,,2018/08/08,10:00:00,2018/08/08,10:00:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,BR,長榮航空,801,,2018/08/08,10:00:00,2018/08/08,10:00:00,MFM,Macau,澳門,準時ONTIME,,,,,,16
2,D,BR,長榮航空,255,,2018/08/08,10:00:00,2018/08/08,10:00:00,DPS,Bali,峇里島,準時ONTIME,,,,,,
2,D,JL,日本航空,802,,2018/08/08,10:00:00,2018/08/08,10:00:00,NRT,Tokyo,東京,準時ONTIME,,,,,,",12"
1,D,KA,國泰港龍,5469,,2018/08/08,10:00:00,2018/08/08,10:00:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,AA,美國航空,8424,,2018/08/08,10:00:00,2018/08/08,10:00:00,NRT,Tokyo,東京,準時ONTIME,,,,,,",12"
2,D,HA,夏威夷航空,5401,,2018/08/08,10:00:00,2018/08/08,10:00:00,NRT,Tokyo,東京,準時ONTIME,,,,,,
2,D,CI,中華航空,9902,,2018/08/08,10:00:00,2018/08/08,10:00:00,NRT,Tokyo,東京,準時ONTIME,,,,,,",12"
2,D,BR,長榮航空,118,,2018/08/08,10:05:00,2018/08/08,10:05:00,SDJ,Sendai,仙台,準時ONTIME,,,,,,13
2,D,TG,泰國航空,6372,,2018/08/08,10:05:00,2018/08/08,10:05:00,SDJ,Sendai,仙台,準時ONTIME,,,,,,13
2,D,NH,全日本空輸,5818,,2018/08/08,10:05:00,2018/08/08,10:05:00,SDJ,Sendai,仙台,準時ONTIME,,,,,,13
2,D,BR,長榮航空,116,,2018/08/08,10:10:00,2018/08/08,10:10:00,CTS,Sapporo,札幌,準時ONTIME,,,,,,13
2,D,BR,長榮航空,712,,2018/08/08,10:10:00,2018/08/08,10:10:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,
2,D,BR,長榮航空,6,,2018/08/08,10:10:00,2018/08/08,10:10:00,LAX,LosAngeles,洛杉磯,準時ONTIME,,,,,,13
2,D,TG,泰國航空,6322,,2018/08/08,10:10:00,2018/08/08,10:10:00,LAX,LosAngeles,洛杉磯,準時ONTIME,,,,,,13
2,D,B7,立榮航空,7016,,2018/08/08,10:10:00,2018/08/08,10:10:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,
2,D,NH,全日本空輸,5816,,2018/08/08,10:10:00,2018/08/08,10:10:00,CTS,Sapporo,札幌,準時ONTIME,,,,,,13
2,D,SQ,新加坡航空,5820,,2018/08/08,10:10:00,2018/08/08,10:10:00,LAX,LosAngeles,洛杉磯,準時ONTIME,,,,,,13
2,D,AV,哥倫比亞,4505,,2018/08/08,10:10:00,2018/08/08,10:10:00,LAX,LosAngeles,洛杉磯,準時ONTIME,,,,,,13
2,D,TG,泰國航空,6368,,2018/08/08,10:10:00,2018/08/08,10:10:00,CTS,Sapporo,札幌,準時ONTIME,,,,,,13
2,D,CA,中國國際,5512,,2018/08/08,10:10:00,2018/08/08,10:10:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,
2,D,HO,吉祥航空,3182,,2018/08/08,10:10:00,2018/08/08,10:10:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,
2,D,BR,長榮航空,8,,2018/08/08,10:15:00,2018/08/08,10:15:00,SFO,SanFrancisco,舊金山,準時ONTIME,,,,,,16
2,D,TG,泰國航空,6332,,2018/08/08,10:15:00,2018/08/08,10:15:00,SFO,SanFrancisco,舊金山,準時ONTIME,,,,,,16
2,D,BR,長榮航空,867,,2018/08/08,10:20:00,2018/08/08,10:20:00,HKG,HongKong,香港,準時ONTIME,,,,,,16
2,D,BR,長榮航空,201,,2018/08/08,10:20:00,2018/08/08,10:20:00,BKK,Bangkok,曼谷(BKK),準時ONTIME,,,,,,
2,D,TG,泰國航空,6311,,2018/08/08,10:20:00,2018/08/08,10:20:00,BKK,Bangkok,曼谷(BKK),準時ONTIME,,,,,,
2,D,HX,香港航空,1867,,2018/08/08,10:20:00,2018/08/08,10:20:00,HKG,HongKong,香港,準時ONTIME,,,,,,16
2,D,AI,印度航空,7065,,2018/08/08,10:20:00,2018/08/08,10:20:00,BKK,Bangkok,曼谷(BKK),準時ONTIME,,,,,,
1,D,PR,菲律賓航空,896,,2018/08/08,10:25:00,2018/08/08,10:25:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,
1,D,ZE,易斯達航空,882,,2018/08/08,10:30:00,2018/08/08,10:30:00,ICN,Incheon,仁川,準時ONTIME,,,,,,12
1,D,Z2,菲亞航,125,,2018/08/08,10:35:00,2018/08/08,10:35:00,MNL,Manila,馬尼拉,準時ONTIME,,,,,,12
1,D,LJ,真航空,82,,2018/08/08,10:35:00,2018/08/08,10:35:00,ICN,Incheon,仁川,準時ONTIME,,,,,,",16"
1,D,KE,大韓航空,5756,,2018/08/08,10:35:00,2018/08/08,10:35:00,ICN,Incheon,仁川,準時ONTIME,,,,,,
1,D,5J,宿霧航空,313,,2018/08/08,10:45:00,2018/08/08,10:45:00,MNL,Manila,馬尼拉,準時ONTIME,,,,,,5
1,D,SL,泰國獅子航空,399,,2018/08/08,10:45:00,2018/08/08,10:45:00,DMK,DMK,廊曼,準時ONTIME,,,,,,6
1,D,NX,澳門航空,601,,2018/08/08,10:50:00,2018/08/08,10:50:00,MFM,Macau,澳門,準時ONTIME,,,,,,7
1,D,KA,國泰港龍,485,,2018/08/08,10:50:00,2018/08/08,10:50:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
1,D,CX,國泰航空,5485,,2018/08/08,10:50:00,2018/08/08,10:50:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,BR,長榮航空,728,,2018/08/08,10:55:00,2018/08/08,10:55:00,HET,Hohhot,呼和浩特,準時ONTIME,,,,,,16
1,D,CI,中華航空,909,,2018/08/08,11:00:00,2018/08/08,11:00:00,HKG,HongKong,香港,準時ONTIME,,,,,,10
1,D,CX,國泰航空,564,,2018/08/08,11:00:00,2018/08/08,11:00:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,2
1,D,MM,樂桃航空,726,,2018/08/08,11:00:00,2018/08/08,11:00:00,CTS,Sapporo,札幌,準時ONTIME,,,,,,1
2,D,MU,東方航空,2010,,2018/08/08,11:15:00,2018/08/08,11:15:00,NGB,Ningbo,寧波,準時ONTIME,,,,,,",2"
2,D,AE,華信航空,5003,,2018/08/08,11:15:00,2018/08/08,11:15:00,NGB,Ningbo,寧波,準時ONTIME,,,,,,
2,D,AE,華信航空,5101,,2018/08/08,11:25:00,2018/08/08,11:25:00,XMN,Xiamen,廈門,準時ONTIME,,,,,,",2"
2,D,MF,廈門航空,880,,2018/08/08,11:25:00,2018/08/08,11:25:00,FOC,Fuzhou,福州,準時ONTIME,,,,,,
2,D,MF,廈門航空,888,,2018/08/08,11:25:00,2018/08/08,11:25:00,XMN,Xiamen,廈門,準時ONTIME,,,,,,",2"
2,D,AE,華信航空,5109,,2018/08/08,11:25:00,2018/08/08,11:25:00,FOC,Fuzhou,福州,準時ONTIME,,,,,,
1,D,IT,台灣虎航,214,,2018/08/08,11:30:00,2018/08/08,11:30:00,OKJ,Okayama,岡山,準時ONTIME,,,,,,7
1,D,KE,大韓航空,698,,2018/08/08,11:35:00,2018/08/08,11:35:00,PUS,Busan,釜山,準時ONTIME,,,,,,
1,D,7C,濟州航空,2602,,2018/08/08,11:35:00,2018/08/08,11:35:00,ICN,Incheon,仁川,準時ONTIME,,,,,,",2"
1,D,CI,中華航空,9698,,2018/08/08,11:35:00,2018/08/08,11:35:00,PUS,Busan,釜山,準時ONTIME,,,,,,
2,D,CI,中華航空,124,,2018/08/08,11:40:00,2018/08/08,11:40:00,ISG,Isigakijima,石垣島,準時ONTIME,,,,,,
2,D,JL,日本航空,5138,,2018/08/08,11:40:00,2018/08/08,11:40:00,ISG,Isigakijima,石垣島,準時ONTIME,,,,,,
1,D,CX,國泰航空,530,,2018/08/08,11:45:00,2018/08/08,11:45:00,NGO,Nagoya,名古屋,準時ONTIME,,,,,,2
1,D,CX,國泰航空,421,,2018/08/08,11:50:00,2018/08/08,11:50:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,CZ,南方航空,3024,,2018/08/08,11:50:00,2018/08/08,11:50:00,CGO,Zhengzhou,鄭州,準時ONTIME,,,,,,
1,D,KA,國泰港龍,5421,,2018/08/08,11:50:00,2018/08/08,11:50:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,AE,華信航空,5993,,2018/08/08,11:50:00,2018/08/08,11:50:00,CGO,Zhengzhou,鄭州,準時ONTIME,,,,,,
2,D,SC,山東航空,4098,,2018/08/08,11:55:00,2018/08/08,11:55:00,TNA,Jinan,濟南/遙牆,準時ONTIME,,,,,,
2,D,BR,長榮航空,2720,,2018/08/08,11:55:00,2018/08/08,11:55:00,TNA,Jinan,濟南/遙牆,準時ONTIME,,,,,,
1,D,VJ,越捷航空,941,,2018/08/08,12:00:00,2018/08/08,12:00:00,HAN,Hanoi,河內,準時ONTIME,,,,,,1
2,D,MU,東方航空,2050,,2018/08/08,12:10:00,2018/08/08,12:10:00,HFE,Hefei,合肥,準時ONTIME,,,,,,
2,D,CI,中華航空,8027,,2018/08/08,12:10:00,2018/08/08,12:10:00,HFE,Hefei,合肥,準時ONTIME,,,,,,
2,D,JL,日本航空,816,,2018/08/08,12:15:00,2018/08/08,12:15:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,
2,D,HX,香港航空,253,,2018/08/08,12:15:00,2018/08/08,12:15:00,HKG,HongKong,香港,準時ONTIME,,,,,,
1,D,IT,台灣虎航,258,,2018/08/08,12:15:00,2018/08/08,12:15:00,HNA,Hanamaki,花卷,準時ONTIME,,,,,,7
2,D,CI,中華航空,9916,,2018/08/08,12:15:00,2018/08/08,12:15:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,
2,D,HA,夏威夷航空,5410,,2018/08/08,12:15:00,2018/08/08,12:15:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,
2,D,BR,長榮航空,2897,,2018/08/08,12:15:00,2018/08/08,12:15:00,HKG,HongKong,香港,準時ONTIME,,,,,,","
1,D,CI,中華航空,148,,2018/08/08,12:20:00,2018/08/08,12:20:00,ICN,Incheon,仁川,準時ONTIME,,,,,,","
2,D,CZ,南方航空,3022,,2018/08/08,12:25:00,2018/08/08,12:25:00,KWE,Guiyang,貴陽,準時ONTIME,,,,,,
2,D,CZ,南方航空,3088,,2018/08/08,12:30:00,2018/08/08,12:30:00,SZX,Shenzhen,深圳,準時ONTIME,,,,,,","
2,D,CZ,南方航空,3010,,2018/08/08,12:30:00,2018/08/08,12:30:00,HRB,Harbin,哈爾濱,準時ONTIME,,,,,,
2,D,CA,中國國際,150,,2018/08/08,12:30:00,2018/08/08,12:30:00,HGH,Hangzhou,杭州,準時ONTIME,,,,,,","
2,D,CI,中華航空,8527,,2018/08/08,12:30:00,2018/08/08,12:30:00,SZX,Shenzhen,深圳,準時ONTIME,,,,,,
2,D,BR,長榮航空,2772,,2018/08/08,12:30:00,2018/08/08,12:30:00,HGH,Hangzhou,杭州,準時ONTIME,,,,,,","
2,D,BR,長榮航空,869,,2018/08/08,12:40:00,2018/08/08,12:40:00,HKG,HongKong,香港,準時ONTIME,,,,,,16
1,D,3K,捷星航空,721,,2018/08/08,12:40:00,2018/08/08,12:40:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,6
1,D,JW,香草航空,104,,2018/08/08,12:40:00,2018/08/08,12:40:00,NRT,Tokyo,東京,準時ONTIME,,,,,,5
2,D,HX,香港航空,1869,,2018/08/08,12:40:00,2018/08/08,12:40:00,HKG,HongKong,香港,準時ONTIME,,,,,,16
1,D,OD,馬印航空,633,,2018/08/08,12:45:00,2018/08/08,12:45:00,KUL,KualaLumpur,吉隆坡,準時ONTIME,,,,,,
2,D,CI,中華航空,104,,2018/08/08,12:50:00,2018/08/08,12:50:00,NRT,Tokyo,東京,準時ONTIME,,,,,,6
1,D,TG,泰國航空,634,,2018/08/08,12:50:00,2018/08/08,12:50:00,ICN,Incheon,仁川,準時ONTIME,,,,,,5
2,D,JL,日本航空,804,,2018/08/08,12:50:00,2018/08/08,12:50:00,NRT,Tokyo,東京,準時ONTIME,,,,,,6
2,D,HA,夏威夷航空,5402,,2018/08/08,12:50:00,2018/08/08,12:50:00,NRT,Tokyo,東京,準時ONTIME,,,,,,
2,D,JL,日本航空,5176,,2018/08/08,12:50:00,2018/08/08,12:50:00,NRT,Tokyo,東京,準時ONTIME,,,,,,6
2,D,DL,達美航空,7723,,2018/08/08,12:50:00,2018/08/08,12:50:00,NRT,Tokyo,東京,準時ONTIME,,,,,,
1,D,BR,長榮航空,2224,,2018/08/08,12:50:00,2018/08/08,12:50:00,ICN,Incheon,仁川,準時ONTIME,,,,,,5
2,D,AA,美國航空,8490,,2018/08/08,12:50:00,2018/08/08,12:50:00,NRT,Tokyo,東京,準時ONTIME,,,,,,
2,D,MH,馬來西亞,9124,,2018/08/08,12:50:00,2018/08/08,12:50:00,NRT,Tokyo,東京,準時ONTIME,,,,,,
2,D,CI,中華航空,9904,,2018/08/08,12:50:00,2018/08/08,12:50:00,NRT,Tokyo,東京,準時ONTIME,,,,,,
2,D,OZ,韓亞航空,712,,2018/08/08,12:55:00,2018/08/08,12:55:00,ICN,Incheon,仁川,準時ONTIME,,,,,,
2,D,BR,長榮航空,2148,,2018/08/08,12:55:00,2018/08/08,12:55:00,ICN,Incheon,仁川,準時ONTIME,,,,,,","
1,D,CX,國泰航空,450,,2018/08/08,13:00:00,2018/08/08,13:00:00,NRT,Tokyo,東京,準時ONTIME,,,,,,2
1,D,CX,國泰航空,461,,2018/08/08,13:00:00,2018/08/08,13:00:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,MU,東方航空,2038,,2018/08/08,13:00:00,2018/08/08,13:00:00,XIY,Xian,西安,準時ONTIME,,,,,,
2,D,CA,中國國際,186,,2018/08/08,13:00:00,2018/08/08,13:00:00,PEK,Beijing,北京,準時ONTIME,,,,,,
1,D,KA,國泰港龍,5461,,2018/08/08,13:00:00,2018/08/08,13:00:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,CI,中華航空,8007,,2018/08/08,13:00:00,2018/08/08,13:00:00,XIY,Xian,西安,準時ONTIME,,,,,,
2,D,BR,長榮航空,2762,,2018/08/08,13:00:00,2018/08/08,13:00:00,PEK,Beijing,北京,準時ONTIME,,,,,,
2,D,HU,海南航空,7982,,2018/08/08,13:10:00,2018/08/08,13:10:00,CAN,Guangzhou,廣州,準時ONTIME,,,,,,
2,D,BR,長榮航空,2721,,2018/08/08,13:10:00,2018/08/08,13:10:00,CAN,Guangzhou,廣州,準時ONTIME,,,,,,",6"
1,D,CI,中華航空,28,,2018/08/08,13:15:00,2018/08/08,13:15:00,ROR,Palau,帛琉,準時ONTIME,,,,,,8
2,D,HU,海南航空,7918,,2018/08/08,13:15:00,2018/08/08,13:15:00,LHW,Lanzhou,蘭州,準時ONTIME,,,,,,
2,D,ZH,深圳航空,9070,,2018/08/08,13:15:00,2018/08/08,13:15:00,JJN,JinJiang,泉州晉江,準時ONTIME,,,,,,
1,D,CX,國泰航空,495,,2018/08/08,13:20:00,2018/08/08,13:20:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
1,D,VN,越南航空,577,,2018/08/08,13:20:00,2018/08/08,13:20:00,HAN,Hanoi,河內,準時ONTIME,,,,,,12
2,D,BX,釜山航空,794,,2018/08/08,13:20:00,2018/08/08,13:20:00,PUS,Busan,釜山,準時ONTIME,,,,,,
1,D,KA,國泰港龍,5495,,2018/08/08,13:20:00,2018/08/08,13:20:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
1,D,CI,中華航空,9123,,2018/08/08,13:20:00,2018/08/08,13:20:00,HAN,Hanoi,河內,準時ONTIME,,,,,,12
2,D,OZ,韓亞航空,9744,,2018/08/08,13:20:00,2018/08/08,13:20:00,PUS,Busan,釜山,準時ONTIME,,,,,,
1,D,KE,大韓航空,692,,2018/08/08,13:25:00,2018/08/08,13:25:00,ICN,Incheon,仁川,準時ONTIME,,,,,,11
1,D,DL,達美航空,7866,,2018/08/08,13:25:00,2018/08/08,13:25:00,ICN,Incheon,仁川,準時ONTIME,,,,,,
1,D,CI,中華航空,9064,,2018/08/08,13:25:00,2018/08/08,13:25:00,ICN,Incheon,仁川,準時ONTIME,,,,,,
1,D,CI,中華航空,703,,2018/08/08,13:30:00,2018/08/08,13:30:00,MNL,Manila,馬尼拉,準時ONTIME,,,,,,8
1,D,D7,全亞洲航空,379,,2018/08/08,13:30:00,2018/08/08,13:30:00,KUL,KualaLumpur,吉隆坡,準時ONTIME,,,,,,12
1,D,PR,菲律賓航空,873,,2018/08/08,13:30:00,2018/08/08,13:30:00,MNL,Manila,馬尼拉,準時ONTIME,,,,,,
1,D,CI,中華航空,835,,2018/08/08,13:35:00,2018/08/08,13:35:00,BKK,Bangkok,曼谷(BKK),準時ONTIME,,,,,,8
2,D,BR,長榮航空,130,,2018/08/08,13:35:00,2018/08/08,13:35:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,16
1,D,PG,曼谷航空,4902,,2018/08/08,13:35:00,2018/08/08,13:35:00,BKK,Bangkok,曼谷(BKK),準時ONTIME,,,,,,8
2,D,NH,全日本空輸,5828,,2018/08/08,13:35:00,2018/08/08,13:35:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,16
2,D,TG,泰國航空,6358,,2018/08/08,13:35:00,2018/08/08,13:35:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,16
1,D,CX,國泰航空,523,,2018/08/08,13:45:00,2018/08/08,13:45:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
1,D,KA,國泰港龍,5523,,2018/08/08,13:45:00,2018/08/08,13:45:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
1,D,JW,香草航空,106,,2018/08/08,13:55:00,2018/08/08,13:55:00,NRT,Tokyo,東京,準時ONTIME,,,,,,5
1,D,IT,台灣虎航,212,,2018/08/08,13:55:00,2018/08/08,13:55:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,7
1,D,TG,泰國航空,633,,2018/08/08,14:05:00,2018/08/08,14:05:00,BKK,Bangkok,曼谷(BKK),準時ONTIME,,,,,,5
1,D,BR,長榮航空,2221,,2018/08/08,14:05:00,2018/08/08,14:05:00,BKK,Bangkok,曼谷(BKK),準時ONTIME,,,,,,5
2,D,BR,長榮航空,855,,2018/08/08,14:10:00,2018/08/08,14:10:00,HKG,HongKong,香港,準時ONTIME,,,,,,16
2,D,HX,香港航空,1855,,2018/08/08,14:10:00,2018/08/08,14:10:00,HKG,HongKong,香港,準時ONTIME,,,,,,16
1,D,CI,中華航空,751,,2018/08/08,14:15:00,2018/08/08,14:15:00,SIN,Singapore,新加坡,準時ONTIME,,,,,,10
2,D,AE,華信航空,993,,2018/08/08,14:15:00,2018/08/08,14:15:00,CGO,Zhengzhou,鄭州,準時ONTIME,,,,,,16
2,D,MU,東方航空,5092,,2018/08/08,14:15:00,2018/08/08,14:15:00,LJG,Lijiang,麗江/三義,準時ONTIME,,,,,,7
1,D,GA,印尼航空,9994,,2018/08/08,14:15:00,2018/08/08,14:15:00,SIN,Singapore,新加坡,準時ONTIME,,,,,,10
2,D,CZ,南方航空,4751,,2018/08/08,14:15:00,2018/08/08,14:15:00,CGO,Zhengzhou,鄭州,準時ONTIME,,,,,,
2,D,AE,華信航空,5012,,2018/08/08,14:15:00,2018/08/08,14:15:00,LJG,Lijiang,麗江/三義,準時ONTIME,,,,,,6
2,D,CI,中華航空,172,,2018/08/08,14:20:00,2018/08/08,14:20:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,
1,D,CI,中華航空,783,,2018/08/08,14:20:00,2018/08/08,14:20:00,SGN,HoChiMinh,胡志明市,準時ONTIME,,,,,,8
2,D,SQ,新加坡航空,877,,2018/08/08,14:20:00,2018/08/08,14:20:00,SIN,Singapore,新加坡,準時ONTIME,,,,,,
1,D,VN,越南航空,3583,,2018/08/08,14:20:00,2018/08/08,14:20:00,SGN,HoChiMinh,胡志明市,準時ONTIME,,,,,,
2,D,JL,日本航空,5106,,2018/08/08,14:20:00,2018/08/08,14:20:00,KIX,OsakaKansai,大阪/關西,準時ONTIME,,,,,,
2,D,BR,長榮航空,2201,,2018/08/08,14:20:00,2018/08/08,14:20:00,SIN,Singapore,新加坡,準時ONTIME,,,,,,
2,D,CI,中華航空,114,,2018/08/08,14:25:00,2018/08/08,14:25:00,KMI,Miyazaki,宮崎,準時ONTIME,,,,,,","
1,D,TR,酷航,997,,2018/08/08,14:25:00,2018/08/08,14:25:00,SIN,Singapore,新加坡,準時ONTIME,,,,,,1
2,D,KL,荷蘭航空,4989,,2018/08/08,14:25:00,2018/08/08,14:25:00,KMI,Miyazaki,宮崎,準時ONTIME,,,,,,","
2,D,JL,日本航空,5120,,2018/08/08,14:25:00,2018/08/08,14:25:00,KMI,Miyazaki,宮崎,準時ONTIME,,,,,,
2,D,CI,中華航空,178,,2018/08/08,14:30:00,2018/08/08,14:30:00,TAK,Takamatsu,高松,準時ONTIME,,,,,,","
1,D,IT,台灣虎航,202,,2018/08/08,14:30:00,2018/08/08,14:30:00,NRT,Tokyo,東京,準時ONTIME,,,,,,7
2,D,JL,日本航空,5124,,2018/08/08,14:30:00,2018/08/08,14:30:00,TAK,Takamatsu,高松,準時ONTIME,,,,,,","
2,D,KL,荷蘭航空,4985,,2018/08/08,14:30:00,2018/08/08,14:30:00,TAK,Takamatsu,高松,準時ONTIME,,,,,,
1,D,CI,中華航空,915,,2018/08/08,14:35:00,2018/08/08,14:35:00,HKG,HongKong,香港,準時ONTIME,,,,,,10
2,D,CZ,南方航空,3098,,2018/08/08,14:35:00,2018/08/08,14:35:00,CAN,Guangzhou,廣州,準時ONTIME,,,,,,
2,D,CI,中華航空,8521,,2018/08/08,14:35:00,2018/08/08,14:35:00,CAN,Guangzhou,廣州,準時ONTIME,,,,,,","
2,D,CI,中華航空,108,,2018/08/08,14:40:00,2018/08/08,14:40:00,NRT,Tokyo,東京,準時ONTIME,,,,,,
2,D,BR,長榮航空,158,,2018/08/08,14:40:00,2018/08/08,14:40:00,KMQ,Komatsu,小松,準時ONTIME,,,,,,16
1,D,NX,澳門航空,609,,2018/08/08,14:40:00,2018/08/08,14:40:00,MFM,Macau,澳門,準時ONTIME,,,,,,7
2,D,CA,中國國際,196,,2018/08/08,14:40:00,2018/08/08,14:40:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,
2,D,B7,立榮航空,7010,,2018/08/08,14:40:00,2018/08/08,14:40:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,
2,D,JL,日本航空,5048,,2018/08/08,14:40:00,2018/08/08,14:40:00,NRT,Tokyo,東京,準時ONTIME,,,,,,
2,D,DL,達美航空,7738,,2018/08/08,14:40:00,2018/08/08,14:40:00,NRT,Tokyo,東京,準時ONTIME,,,,,,
2,D,NH,全日本空輸,5820,,2018/08/08,14:40:00,2018/08/08,14:40:00,KMQ,Komatsu,小松,準時ONTIME,,,,,,16
2,D,TG,泰國航空,6376,,2018/08/08,14:40:00,2018/08/08,14:40:00,KMQ,Komatsu,小松,準時ONTIME,,,,,,16
2,D,BR,長榮航空,2782,,2018/08/08,14:40:00,2018/08/08,14:40:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,
2,D,BR,長榮航空,811,,2018/08/08,14:45:00,2018/08/08,14:45:00,MFM,Macau,澳門,準時ONTIME,,,,,,16
2,D,CI,中華航空,527,,2018/08/08,14:50:00,2018/08/08,14:50:00,SZX,Shenzhen,深圳,準時ONTIME,,,,,,
2,D,CZ,南方航空,4807,,2018/08/08,14:50:00,2018/08/08,14:50:00,SZX,Shenzhen,深圳,準時ONTIME,,,,,,
2,D,BR,長榮航空,277,,2018/08/08,15:05:00,2018/08/08,15:05:00,MNL,Manila,馬尼拉,準時ONTIME,,,,,,16
1,D,MH,馬來西亞,367,,2018/08/08,15:10:00,2018/08/08,15:10:00,KUL,KualaLumpur,吉隆坡,準時ONTIME,,,,,,7
1,D,CI,中華航空,9425,,2018/08/08,15:10:00,2018/08/08,15:10:00,KUL,KualaLumpur,吉隆坡,準時ONTIME,,,,,,
2,D,BR,長榮航空,160,,2018/08/08,15:15:00,2018/08/08,15:15:00,ICN,Incheon,仁川,準時ONTIME,,,,,,16
1,D,Z2,菲亞航,7129,,2018/08/08,15:15:00,2018/08/08,15:15:00,CEB,Cebu,宿霧,準時ONTIME,,,,,,12
2,D,OZ,韓亞航空,6872,,2018/08/08,15:15:00,2018/08/08,15:15:00,ICN,Incheon,仁川,準時ONTIME,,,,,,16
2,D,TG,泰國航空,6392,,2018/08/08,15:15:00,2018/08/08,15:15:00,ICN,Incheon,仁川,準時ONTIME,,,,,,16
1,D,CX,國泰航空,467,,2018/08/08,15:20:00,2018/08/08,15:20:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,BR,長榮航空,716,,2018/08/08,15:20:00,2018/08/08,15:20:00,PEK,Beijing,北京,準時ONTIME,,,,,,","
2,D,BR,長榮航空,196,,2018/08/08,15:20:00,2018/08/08,15:20:00,NRT,Tokyo,東京,準時ONTIME,,,,,,16
1,D,KA,國泰港龍,5467,,2018/08/08,15:20:00,2018/08/08,15:20:00,HKG,HongKong,香港,準時ONTIME,,,,,,3
2,D,CA,中國國際,5516,,2018/08/08,15:20:00,2018/08/08,15:20:00,PEK,Beijing,北京,準時ONTIME,,,,,,
2,D,TG,泰國航空,6352,,2018/08/08,15:20:00,2018/08/08,15:20:00,NRT,Tokyo,東京,準時ONTIME,,,,,,16
2,D,NH,全日本空輸,5806,,2018/08/08,15:20:00,2018/08/08,15:20:00,NRT,Tokyo,東京,準時ONTIME,,,,,,16
1,D,3K,捷星航空,724,,2018/08/08,15:25:00,2018/08/08,15:25:00,SIN,Singapore,新加坡,準時ONTIME,,,,,,6
1,D,QF,澳洲航空,5324,,2018/08/08,15:25:00,2018/08/08,15:25:00,SIN,Singapore,新加坡,準時ONTIME,,,,,,6
2,D,CI,中華航空,523,,2018/08/08,15:30:00,2018/08/08,15:30:00,HAK,Haikou,海口,準時ONTIME,,,,,,
2,D,MU,東方航空,5008,,2018/08/08,15:30:00,2018/08/08,15:30:00,PVG,Shanghai/Pudong,上海/浦東,準時ONTIME,,,,,,
1,D,IT,台灣虎航,505,,2018/08/08,15:30:00,2018/08/08,15:30:00,DMK,DMK,廊曼,準時ONTIME,,,,,,7
